sexo;idade;uf;situacao_funcional;pmt_valor;margem_saldo;conceder
FEMININO;67;SP;ATIVO PERMANENTE;4676.53;0.00;1
FEMININO;76;PB;APOSENTADO;9840.49;667.99;1
FEMININO;37;MS;CELETISTA EMPREGADO;3038.16;2142.06;1
FEMININO;69;RJ;BENEFICIARIO PENSAO;1257.16;-1102.92;1
FEMININO;36;DF;ATIVO PERMANENTE;12801.14;-3593.72;1
MASCULINO;27;GO;ATIVO PERMANENTE;131.60;-170.36;1
FEMININO;45;AL;BENEFICIARIO PENSAO;7619.28;3524.16;1
FEMININO;35;MG;ATIVO PERMANENTE;4666.02;-640.66;1
MASCULINO;34;GO;ATIVO PERMANENTE;1464.38;883.32;1
MASCULINO;38;DF;ATIVO PERMANENTE;3640.00;2058.52;1
FEMININO;27;PA;ATIVO PERMANENTE;2307.76;-326.62;1
MASCULINO;68;SP;APOSENTADO;10925.88;4907.46;1
FEMININO;51;MG;BENEFICIARIO PENSAO;840.64;-398.24;1
FEMININO;60;RJ;ATIVO PERMANENTE;5841.41;-3100.56;1
FEMININO;83;PE;APOSENTADO;7636.51;2370.83;1
MASCULINO;39;RS;ATIVO PERMANENTE;1444.86;290.56;1
MASCULINO;32;AM;ATIVO PERMANENTE;1053.17;-98.86;1
MASCULINO;37;CE;ATIVO PERMANENTE;2711.60;989.44;1
MASCULINO;54;DF;RESERVA CBM PM;6698.26;-8703.14;1
MASCULINO;37;RS;ATIVO PERMANENTE;3287.76;-744.20;1
MASCULINO;46;AL;ATIVO PERMANENTE;5084.35;6265.42;1
FEMININO;36;DF;ATIVO PERMANENTE;6063.34;1419.18;1
FEMININO;46;AL;CELETISTA EMPREGADO;1572.71;1065.03;1
FEMININO;40;DF;NAO INFORMADO;1405.43;0.00;1
MASCULINO;53;RJ;ATIVO PERMANENTE;11929.96;0.00;1
MASCULINO;37;AM;ATIVO PERMANENTE;3533.30;-489.18;1
MASCULINO;43;BA;ATIVO PERMANENTE;7107.80;1303.44;1
FEMININO;38;RS;ATIVO PERMANENTE;6246.14;3709.00;1
FEMININO;44;RR;ATIVO PERMANENTE;6458.28;-14687.19;1
FEMININO;67;SE;BENEFICIARIO PENSAO;2818.37;-1784.40;1
FEMININO;66;RJ;BENEFICIARIO PENSAO;3442.76;-2589.48;1
FEMININO;61;AL;BENEFICIARIO PENSAO;2068.84;-1004.08;1
FEMININO;38;MS;ATIVO PERMANENTE;10372.22;-9458.24;1
FEMININO;55;RJ;BENEFICIARIO PENSAO;1449.58;-1783.00;1
MASCULINO;39;RS;CELETISTA EMPREGADO;693.88;677.42;1
MASCULINO;30;PA;ATIVO PERMANENTE;2733.11;-3516.33;1
FEMININO;42;AL;BENEFICIARIO PENSAO;1460.50;-1436.16;1
FEMININO;66;AL;BENEFICIARIO PENSAO;1709.20;735.34;1
FEMININO;39;RS;CELETISTA EMPREGADO;2693.63;1192.02;1
FEMININO;53;AL;BENEFICIARIO PENSAO;2739.98;-1363.04;1
FEMININO;46;MG;ATIVO PERMANENTE;7217.04;4663.41;1
MASCULINO;37;CE;ATIVO PERMANENTE;984.74;286.45;1
MASCULINO;75;RO;APOSENTADO;1251.57;0.00;1
FEMININO;67;MS;BENEFICIARIO PENSAO;5628.56;-14070.80;1
FEMININO;54;RJ;BENEFICIARIO PENSAO;2237.78;651.36;1
MASCULINO;41;BA;ATIVO PERMANENTE;5583.49;-7086.22;1
MASCULINO;75;CE;APOSENTADO;2217.07;-1361.85;1
FEMININO;86;RN;APOSENTADO;3677.42;1336.36;1
FEMININO;87;CE;APOSENTADO;3019.97;465.66;1
FEMININO;39;RS;ATIVO PERMANENTE;3819.98;-276.70;1
FEMININO;64;RJ;BENEFICIARIO PENSAO;4976.85;-2410.40;1
MASCULINO;73;RR;APOSENTADO;3595.68;-2417.04;1
MASCULINO;52;RJ;ATIVO PERMANENTE;2609.93;845.92;1
FEMININO;71;SP;APOSENTADO;19183.24;4948.36;1
FEMININO;76;RS;APOSENTADO;495.92;0.00;1
MASCULINO;37;RS;ATIVO PERMANENTE;2855.17;5.22;1
FEMININO;63;SP;ATIVO PERMANENTE;3491.67;-3943.20;1
FEMININO;44;MG;ATIVO PERMANENTE;7047.71;438.50;1
FEMININO;38;PI;ATIVO PERMANENTE;2165.00;1832.95;1
MASCULINO;43;DF;ATIVO PERMANENTE;3096.66;297.14;1
MASCULINO;81;PE;APOSENTADO;6000.68;2298.20;1
FEMININO;36;PI;CELETISTA EMPREGADO;1642.37;230.11;1
MASCULINO;45;MG;ATIVO PERMANENTE;7200.61;-8863.26;1
FEMININO;37;RS;ATIVO PERMANENTE;2953.54;1454.41;1
FEMININO;32;AP;ATIVO PERMANENTE;2602.04;2385.18;1
FEMININO;61;RJ;BENEFICIARIO PENSAO;2434.60;-2444.48;1
FEMININO;38;MT;ATIVO PERMANENTE;9035.14;725.45;1
FEMININO;37;CE;CELETISTA EMPREGADO;699.32;562.60;1
MASCULINO;38;DF;ATIVO PERMANENTE;7914.44;-10059.56;1
FEMININO;79;SP;BENEFICIARIO PENSAO;1380.98;860.38;1
FEMININO;38;PI;ATIVO PERMANENTE;11245.75;12.53;1
FEMININO;49;MG;ATIVO PERMANENTE;4932.14;-3080.16;1
FEMININO;84;PA;APOSENTADO;4311.92;599.62;1
MASCULINO;80;CE;APOSENTADO;5878.27;6050.03;1
FEMININO;83;CE;APOSENTADO;8580.60;118.04;1
FEMININO;38;RS;CELETISTA EMPREGADO;2378.06;1409.25;1
FEMININO;40;RS;CELETISTA EMPREGADO;849.18;986.36;1
FEMININO;78;CE;APOSENTADO;9198.04;-3907.74;1
MASCULINO;72;RS;APOSENTADO;2958.46;220.76;1
FEMININO;89;PE;APOSENTADO;1530.00;2009.24;1
FEMININO;37;MA;ATIVO PERMANENTE;3002.80;1239.43;1
MASCULINO;31;RO;ATIVO PERMANENTE;5397.14;343.64;1
FEMININO;43;PI;BENEFICIARIO PENSAO;461.24;82.84;1
MASCULINO;50;RJ;BENEFICIARIO PENSAO;3004.94;-1140.00;1
FEMININO;53;RJ;CONTRATO TEMPORARIO;594.00;-84.00;1
MASCULINO;55;RJ;APOSENTADO;4527.29;-5254.92;1
FEMININO;88;RJ;BENEFICIARIO PENSAO;3541.98;1565.05;1
MASCULINO;39;PI;ATIVO PERMANENTE;7710.88;-1565.19;1
MASCULINO;74;PA;APOSENTADO;6523.82;1646.28;1
FEMININO;83;MG;APOSENTADO;7297.42;9324.92;1
MASCULINO;54;RJ;ATIVO PERMANENTE;3450.00;148.20;1
FEMININO;55;RR;APOSENTADO;6110.23;-9133.96;1
MASCULINO;53;RJ;ATIVO PERMANENTE;2414.53;-3393.88;1
MASCULINO;77;PE;APOSENTADO;14753.90;16846.98;1
FEMININO;39;RS;ATIVO PERMANENTE;3613.83;3003.78;1
FEMININO;53;RJ;ATIVO PERMANENTE;763.10;-2124.16;1
FEMININO;62;SP;APOSENTADO;3942.83;1180.60;1
FEMININO;38;GO;CELETISTA EMPREGADO;4218.63;-105.30;1
MASCULINO;47;DF;ATIVO PERMANENTE;6061.02;-3344.49;1
MASCULINO;80;CE;APOSENTADO;11317.99;-1007.21;1
FEMININO;44;MG;BENEFICIARIO PENSAO;893.82;-95.92;1
FEMININO;78;PA;APOSENTADO;6267.13;6368.70;1
FEMININO;52;RJ;ATIVO PERMANENTE;3896.44;126.12;1
FEMININO;85;MG;APOSENTADO;294.66;-13172.62;1
FEMININO;39;RS;NAO INFORMADO;3086.30;0.00;1
FEMININO;37;GO;ATIVO PERMANENTE;6428.30;5192.88;1
MASCULINO;41;SE;CELETISTA EMPREGADO;2011.10;995.64;1
FEMININO;76;BA;APOSENTADO;4939.47;5701.40;1
FEMININO;57;BA;BENEFICIARIO PENSAO;2657.70;1632.78;1
FEMININO;47;MG;ATIVO PERMANENTE;5744.13;-4023.91;1
FEMININO;38;PI;ATIVO PERMANENTE;3424.21;115.82;1
FEMININO;48;MG;ATIVO PERMANENTE;8438.86;5808.80;1
FEMININO;46;TO;ATIVO PERMANENTE;4054.20;2379.00;1
MASCULINO;54;RJ;ATIVO PERMANENTE;2456.28;71.10;1
MASCULINO;38;RS;CELETISTA EMPREGADO;2046.64;479.81;1
FEMININO;53;SP;BENEFICIARIO PENSAO;2318.54;-333.00;1
FEMININO;37;MA;ATIVO PERMANENTE;2768.36;1374.03;1
FEMININO;78;MG;BENEFICIARIO PENSAO;3837.44;2385.36;1
FEMININO;63;SP;ATIVO PERMANENTE;9009.61;-14720.64;1
MASCULINO;37;MS;ATIVO PERMANENTE;730.61;-62.13;1
FEMININO;30;RO;ATIVO PERMANENTE;6786.77;-3871.54;1
MASCULINO;51;RJ;ATIVO PERMANENTE;6891.10;-14629.23;1
MASCULINO;43;MG;ATIVO PERMANENTE;1824.88;421.24;1
MASCULINO;39;RS;ATIVO PERMANENTE;1213.94;-633.92;1
FEMININO;80;AM;BENEFICIARIO PENSAO;3251.98;3159.48;1
FEMININO;59;RS;BENEFICIARIO PENSAO;3936.08;1091.68;1
FEMININO;75;CE;BENEFICIARIO PENSAO;1569.32;1966.16;1
FEMININO;50;MG;CELETISTA EMPREGADO;5068.38;1507.82;1
FEMININO;53;RJ;BENEFICIARIO PENSAO;754.40;-228.78;1
FEMININO;35;MS;ATIVO PERMANENTE;1920.30;1118.70;1
MASCULINO;38;RS;ATIVO PERMANENTE;3658.18;-2586.48;1
FEMININO;52;RJ;CEDIDO SUS LEI 8270;4486.99;-1326.20;1
FEMININO;38;RS;CELETISTA EMPREGADO;1390.60;1120.76;1
FEMININO;50;MS;BENEFICIARIO PENSAO;1972.80;2078.02;1
MASCULINO;39;RR;ATIVO PERMANENTE;15364.98;18863.77;1
FEMININO;39;RS;ATIVO PERMANENTE;558.18;660.05;1
FEMININO;39;RS;CELETISTA EMPREGADO;1173.22;541.75;1
MASCULINO;53;RJ;CEDIDO SUS LEI 8270;3001.12;891.42;1
MASCULINO;36;DF;NAO INFORMADO;9560.48;2303.64;1
FEMININO;53;ES;CELETISTA EMPREGADO;4135.20;1771.42;1
FEMININO;54;RJ;BENEFICIARIO PENSAO;6452.40;-1122.68;1
FEMININO;35;TO;ATIVO PERMANENTE;5735.82;-4276.08;1
MASCULINO;41;SE;CELETISTA EMPREGADO;2567.07;791.55;1
FEMININO;53;RJ;BENEFICIARIO PENSAO;608.92;-115.16;1
FEMININO;41;DF;ATIVO PERMANENTE;1940.74;1757.45;1
FEMININO;39;RS;CELETISTA EMPREGADO;5048.71;4261.20;1
FEMININO;52;RJ;BENEFICIARIO PENSAO;3443.37;-1368.23;1
FEMININO;65;SP;BENEFICIARIO PENSAO;1109.09;89.62;1
MASCULINO;37;DF;ATIVO PERMANENTE;4733.15;-2930.80;1
FEMININO;80;AM;BENEFICIARIO PENSAO;3960.08;413.72;1
FEMININO;56;RJ;BENEFICIARIO PENSAO;425.00;-158.08;1
FEMININO;58;RJ;BENEFICIARIO PENSAO;2649.36;-3299.40;1
FEMININO;63;RR;APOSENTADO;9418.08;-4121.37;1
MASCULINO;38;PI;ATIVO PERMANENTE;2385.00;-284.42;1
FEMININO;39;DF;BENEFICIARIO PENSAO;768.26;0.00;1
MASCULINO;78;BA;APOSENTADO;1706.22;22.13;1
MASCULINO;47;AM;ATIVO PERMANENTE;5825.91;4508.65;1
MASCULINO;32;PA;ATIVO PERMANENTE;1200.00;986.57;1
MASCULINO;53;RJ;CEDIDO SUS LEI 8270;3478.50;-1361.10;1
FEMININO;37;DF;BENEFICIARIO PENSAO;2163.10;-206.64;1
FEMININO;94;CE;APOSENTADO;2781.08;3428.96;1
MASCULINO;78;AC;BENEFICIARIO PENSAO;1816.44;174.80;1
MASCULINO;80;CE;APOSENTADO;11714.46;96.75;1
FEMININO;39;RS;ATIVO PERMANENTE;4334.40;3442.53;1
FEMININO;61;RJ;BENEFICIARIO PENSAO;519.20;0.00;1
FEMININO;73;AC;APOSENTADO;12427.65;17.36;1
MASCULINO;65;PR;CEDIDO SUS LEI 8270;2558.21;-2293.12;1
FEMININO;64;RJ;BENEFICIARIO PENSAO;2783.96;23.80;1
FEMININO;53;RJ;BENEFICIARIO PENSAO;174.68;3.00;1
FEMININO;54;MG;BENEFICIARIO PENSAO;2044.58;6.48;1
MASCULINO;35;DF;APOSENTADO;341.86;-14.11;1
FEMININO;29;AP;ATIVO PERMANENTE;3593.22;-433.90;1
MASCULINO;62;SP;ATIVO PERMANENTE;2656.40;-95.88;1
FEMININO;59;MT;BENEFICIARIO PENSAO;3970.24;-8898.60;1
FEMININO;40;RS;CELETISTA EMPREGADO;10483.41;3243.45;1
MASCULINO;68;MG;APOSENTADO;3325.70;1541.70;1
FEMININO;64;MG;APOSENTADO;5517.59;-4712.02;1
FEMININO;78;CE;APOSENTADO;2296.49;-5267.35;1
FEMININO;51;MG;CELETISTA EMPREGADO;454.08;453.59;1
FEMININO;58;RJ;BENEFICIARIO PENSAO;3879.56;26.80;1
MASCULINO;40;RS;CELETISTA EMPREGADO;1131.98;159.80;1
MASCULINO;51;RJ;CEDIDO SUS LEI 8270;6018.43;-6794.64;1
FEMININO;64;PE;BENEFICIARIO PENSAO;5969.50;-1185.92;1
FEMININO;78;RJ;BENEFICIARIO PENSAO;2675.22;0.00;1
FEMININO;29;AM;CELETISTA EMPREGADO;1212.53;83.86;1
MASCULINO;75;MS;APOSENTADO;2121.51;-1069.53;1
MASCULINO;38;RS;ATIVO PERMANENTE;2038.12;1970.60;1
MASCULINO;31;RO;ATIVO PERMANENTE;611.08;730.71;1
FEMININO;69;SP;APOSENTADO;3909.50;4994.17;1
FEMININO;68;SP;ATIVO PERMANENTE;3235.50;-5876.64;1
FEMININO;86;SP;BENEFICIARIO PENSAO;3575.09;1324.53;1
MASCULINO;62;MS;APOSENTADO;3943.90;-10577.10;1
FEMININO;55;RJ;ATIVO PERMANENTE;747.16;-528.07;1
FEMININO;41;CE;BENEFICIARIO PENSAO;4058.43;-4986.80;1
MASCULINO;38;GO;ATIVO PERMANENTE;16165.09;-11417.16;1
FEMININO;40;RS;ATIVO PERMANENTE;15601.70;0.00;1
FEMININO;54;MG;BENEFICIARIO PENSAO;3194.56;-2416.98;1
FEMININO;38;RS;ATIVO PERMANENTE;2706.51;3410.52;1
FEMININO;52;RJ;ATIVO PERMANENTE;1698.46;129.86;1
MASCULINO;75;MS;APOSENTADO;10458.33;13159.00;1
FEMININO;35;DF;ATIVO PERMANENTE;5686.30;229.28;1
FEMININO;66;SP;ATIVO PERMANENTE;4434.33;-5221.96;1
FEMININO;64;SP;APOSENTADO;496.02;465.12;1
MASCULINO;34;GO;ATIVO PERMANENTE;4454.98;-2417.57;1
FEMININO;53;RJ;BENEFICIARIO PENSAO;277.10;355.40;1
MASCULINO;34;DF;NAO INFORMADO;3228.42;1884.82;1
FEMININO;52;AP;BENEFICIARIO PENSAO;1705.60;-609.36;1
FEMININO;52;RJ;APOSENTADO;2498.32;-2000.76;1
FEMININO;52;RJ;BENEFICIARIO PENSAO;503.70;0.00;1
MASCULINO;39;DF;ATIVO PERMANENTE;5214.66;-7781.58;1
MASCULINO;33;AP;ATIVO PERMANENTE;995.65;250.53;1
FEMININO;67;SP;APOSENTADO;1798.84;164.28;1
FEMININO;58;RJ;BENEFICIARIO PENSAO;583.63;90.45;1
FEMININO;53;RJ;BENEFICIARIO PENSAO;1911.58;-455.60;1
MASCULINO;54;RJ;APOSENTADO;5557.48;-1013.50;1
FEMININO;52;RJ;BENEFICIARIO PENSAO;3580.40;-797.67;1
FEMININO;52;RJ;BENEFICIARIO PENSAO;363.48;6.66;1
FEMININO;39;RS;CELETISTA EMPREGADO;2609.12;-12422.43;1
MASCULINO;80;PA;APOSENTADO;2562.60;-4053.42;1
FEMININO;78;CE;NAO INFORMADO;546.08;0.00;1
MASCULINO;78;CE;APOSENTADO;3177.20;2713.16;1
MASCULINO;30;RR;ATIVO PERMANENTE;2178.92;2574.48;1
FEMININO;54;RJ;BENEFICIARIO PENSAO;1547.72;-1077.36;1
FEMININO;39;RS;ATIVO PERMANENTE;5399.45;5864.88;1
FEMININO;40;BA;ATIVO PERMANENTE;2587.00;1109.30;1
MASCULINO;32;AM;ATIVO PERMANENTE;1017.31;539.17;1
FEMININO;87;RS;APOSENTADO;3127.65;3104.84;1
FEMININO;55;RJ;BENEFICIARIO PENSAO;2072.08;54.46;1
MASCULINO;77;SP;APOSENTADO;16219.36;-6064.50;1
MASCULINO;37;RJ;ATIVO PERMANENTE;5835.53;13.44;1
MASCULINO;37;MA;CELETISTA EMPREGADO;1050.08;889.66;1
MASCULINO;82;AP;APOSENTADO;17622.36;-4970.43;1
FEMININO;30;RO;ATIVO PERMANENTE;991.53;77.34;1
FEMININO;38;RS;CELETISTA EMPREGADO;3317.40;3349.62;1
FEMININO;76;PA;BENEFICIARIO PENSAO;2493.16;2922.56;1
FEMININO;46;DF;ATIVO PERMANENTE;2350.60;798.32;1
MASCULINO;38;DF;ATIVO PERMANENTE;4493.20;-5223.82;1
FEMININO;50;RJ;ATIVO PERMANENTE;3441.15;-2323.80;1
MASCULINO;62;SP;ATIVO PERMANENTE;6166.27;6924.15;1
MASCULINO;47;MG;ATIVO PERMANENTE;5731.92;-766.22;1
MASCULINO;36;TO;CONTRATO TEMPORARIO;93.87;-407.70;1
FEMININO;64;SP;APOSENTADO;8365.91;892.48;1
FEMININO;83;MG;BENEFICIARIO PENSAO;2335.52;1356.72;1
MASCULINO;47;MG;ATIVO PERMANENTE;6166.37;7006.74;1
FEMININO;51;RJ;BENEFICIARIO PENSAO;11633.44;9998.24;1
FEMININO;56;RJ;BENEFICIARIO PENSAO;2437.60;-157.54;1
MASCULINO;32;DF;ATIVO PERMANENTE;2829.64;2042.84;1
FEMININO;49;RJ;CEDIDO SUS LEI 8270;6491.23;-1899.52;1
FEMININO;94;RJ;BENEFICIARIO PENSAO;3044.00;7.72;1
FEMININO;40;RS;CELETISTA EMPREGADO;4064.51;4036.08;1
FEMININO;15;RR;BENEFICIARIO PENSAO;3031.90;-1003.20;1
MASCULINO;38;RS;ATIVO PERMANENTE;1510.38;-259.68;1
FEMININO;53;RJ;ATIVO PERMANENTE;2637.46;-2380.00;1
FEMININO;52;MG;ATIVO PERMANENTE;2683.32;2724.70;1
MASCULINO;52;RJ;ATIVO PERMANENTE;5985.34;2818.20;1
FEMININO;31;RO;ATIVO PERMANENTE;3721.12;-1947.90;1
MASCULINO;34;DF;ATIVO PERMANENTE;9767.85;339.54;1
MASCULINO;48;MG;CELETISTA EMPREGADO;6180.90;1153.77;1
MASCULINO;41;RS;ATIVO PERMANENTE;6512.40;2090.27;1
FEMININO;31;AM;ATIVO PERMANENTE;3344.12;1595.46;1
FEMININO;38;PR;ATIVO PERMANENTE;2913.66;18.27;1
FEMININO;30;RO;CONTRATO TEMPORARIO;359.00;4.60;1
FEMININO;37;SC;ATIVO PERMANENTE;1043.61;739.60;1
MASCULINO;37;DF;REFORMA CBM PM;4240.35;-6950.16;1
MASCULINO;82;PA;APOSENTADO;3217.24;4088.35;1
MASCULINO;37;RS;ATIVO PERMANENTE;3305.54;1033.93;1
FEMININO;73;MG;BENEFICIARIO PENSAO;2160.56;-2587.00;1
MASCULINO;58;DF;ATIVO PERMANENTE;15013.40;-28331.55;1
MASCULINO;38;RS;ATIVO PERMANENTE;11338.41;-2484.05;1
FEMININO;40;BA;ATIVO PERMANENTE;3947.06;2387.60;1
FEMININO;61;PB;BENEFICIARIO PENSAO;2924.60;-279.15;1
MASCULINO;39;SE;ATIVO PERMANENTE;5622.49;6514.02;1
FEMININO;43;SP;BENEFICIARIO PENSAO;1078.59;-161.64;1
FEMININO;48;SP;BENEFICIARIO PENSAO;1338.48;-519.90;1
MASCULINO;56;RJ;NAO INFORMADO;1652.47;-3680.00;1
MASCULINO;81;PA;APOSENTADO;2079.13;0.00;1
FEMININO;52;SP;ATIVO PERMANENTE;11326.83;-918.95;1
FEMININO;37;RS;ATIVO PERMANENTE;3746.38;-1789.62;1
FEMININO;36;MT;ATIVO PERMANENTE;3042.78;-1980.81;1
FEMININO;79;RJ;BENEFICIARIO PENSAO;2379.98;10.10;1
FEMININO;50;RJ;ATIVO PERMANENTE;3794.60;1123.08;1
FEMININO;69;RJ;BENEFICIARIO PENSAO;1462.18;477.84;1
MASCULINO;54;RJ;BENEFICIARIO PENSAO;3154.32;-2072.16;1
FEMININO;38;GO;CELETISTA EMPREGADO;1763.19;1554.25;1
MASCULINO;60;DF;ATIVO PERMANENTE;6950.51;-7671.84;1
MASCULINO;53;RJ;CEDIDO SUS LEI 8270;3563.04;19.98;1
MASCULINO;51;RJ;ATIVO PERMANENTE;1205.57;1062.39;1
FEMININO;64;RJ;ATIVO PERMANENTE;850.31;-3391.25;1
MASCULINO;42;MG;ATIVO PERMANENTE;1586.56;-965.04;1
FEMININO;37;PI;CELETISTA EMPREGADO;1984.94;976.38;1
FEMININO;37;MT;CELETISTA EMPREGADO;3508.71;3184.28;1
MASCULINO;52;RJ;CEDIDO SUS LEI 8270;3132.50;-952.28;1
MASCULINO;80;PA;APOSENTADO;18401.15;-22602.03;1
MASCULINO;84;BA;APOSENTADO;7333.32;8149.23;1
FEMININO;90;CE;BENEFICIARIO PENSAO;3251.98;1208.20;1
MASCULINO;38;GO;ATIVO PERMANENTE;3613.76;-535.17;1
MASCULINO;34;AC;CONTRATO TEMPORARIO;848.25;-95.40;1
FEMININO;64;MG;APOSENTADO;6844.00;-4108.56;1
MASCULINO;36;DF;ATIVO PERMANENTE;745.54;500.65;1
FEMININO;75;PA;APOSENTADO;1340.99;-1687.08;1
FEMININO;27;PA;ATIVO PERMANENTE;2363.28;-1420.30;1
FEMININO;39;RS;ATIVO PERMANENTE;1305.80;322.24;1
MASCULINO;53;RJ;ATIVO PERMANENTE;3663.07;-1874.32;1
MASCULINO;36;DF;ATIVO PERMANENTE;4404.44;884.66;1
FEMININO;36;DF;ATIVO PERMANENTE;5724.76;-2671.48;1
MASCULINO;41;RS;ATIVO PERMANENTE;3597.11;-4334.72;1
FEMININO;47;MG;BENEFICIARIO PENSAO;1815.92;-834.80;1
FEMININO;36;MS;CELETISTA EMPREGADO;2989.10;3257.02;1
FEMININO;40;RS;ATIVO PERMANENTE;7846.33;-8235.56;1
MASCULINO;38;GO;ATIVO PERMANENTE;9171.27;3652.83;1
FEMININO;56;RJ;BENEFICIARIO PENSAO;838.54;-819.68;1
MASCULINO;30;PR;NAO INFORMADO;2281.56;210.80;1
FEMININO;77;RJ;BENEFICIARIO PENSAO;3328.16;-3142.56;1
FEMININO;56;RJ;BENEFICIARIO PENSAO;1621.84;-1734.08;1
MASCULINO;43;MG;ATIVO PERMANENTE;6826.53;8481.84;1
MASCULINO;49;PE;ATIVO PERMANENTE;6796.98;9063.78;1
FEMININO;52;RJ;CEDIDO SUS LEI 8270;3808.34;-1082.16;1
MASCULINO;55;RJ;CEDIDO SUS LEI 8270;5011.40;186.25;1
FEMININO;49;MS;ATIVO PERMANENTE;1324.28;-523.60;1
FEMININO;47;MG;CELETISTA EMPREGADO;1589.48;496.15;1
FEMININO;39;RS;CELETISTA EMPREGADO;3072.00;3283.62;1
MASCULINO;54;RJ;NAO INFORMADO;2036.06;-2626.55;1
FEMININO;68;SP;APOSENTADO;4177.82;2838.39;1
MASCULINO;31;PA;ATIVO PERMANENTE;3413.34;545.19;1
FEMININO;40;CE;ATIVO PERMANENTE;7963.81;1504.65;1
FEMININO;41;RS;CELETISTA EMPREGADO;3128.73;-246.90;1
FEMININO;89;MG;APOSENTADO;2562.68;2623.52;1
FEMININO;37;RJ;ATIVO PERMANENTE;10047.62;917.16;1
MASCULINO;81;CE;APOSENTADO;7216.94;-2385.00;1
FEMININO;65;RJ;BENEFICIARIO PENSAO;772.14;0.00;1
FEMININO;27;AM;ATIVO PERMANENTE;4123.44;-17.36;1
FEMININO;83;CE;APOSENTADO;2709.21;-264.63;1
MASCULINO;47;DF;ATIVO PERMANENTE;6467.49;6844.92;1
MASCULINO;52;RJ;ATIVO PERMANENTE;777.74;-1969.38;1
MASCULINO;53;RJ;ATIVO PERMANENTE;6383.95;-181.11;1
MASCULINO;41;RS;CELETISTA EMPREGADO;612.19;766.14;1
FEMININO;84;CE;APOSENTADO;14264.38;3468.07;1
FEMININO;52;RJ;APOSENTADO;2559.76;-2141.24;1
FEMININO;40;RS;ATIVO PERMANENTE;3607.32;-1301.32;1
MASCULINO;38;DF;ATIVO PERMANENTE;12942.07;1018.60;1
FEMININO;36;DF;BENEFICIARIO PENSAO;1334.26;0.00;1
MASCULINO;41;BA;CONTRATO TEMPORARIO;658.00;69.20;1
FEMININO;64;BA;APOSENTADO;5188.22;968.44;1
MASCULINO;63;SP;APOSENTADO;5106.46;-556.06;1
MASCULINO;39;RS;ATIVO PERMANENTE;13682.13;-1942.17;1
FEMININO;63;BA;BENEFICIARIO PENSAO;3564.25;3608.14;1
FEMININO;79;CE;APOSENTADO;37820.12;-5438.04;1
MASCULINO;63;SP;NOMEADO CARGO COMIS;2220.10;-1431.84;1
MASCULINO;39;RS;CELETISTA EMPREGADO;3300.68;-851.02;1
MASCULINO;79;BA;APOSENTADO;2053.74;1873.24;1
MASCULINO;38;RS;ATIVO PERMANENTE;1055.04;529.88;1
FEMININO;52;RJ;BENEFICIARIO PENSAO;3906.12;-2275.20;1
MASCULINO;45;MG;ATIVO PERMANENTE;6359.10;-7993.94;1
MASCULINO;51;ES;ATIVO PERMANENTE;6920.04;8609.97;1
MASCULINO;30;RO;ATIVO PERMANENTE;3409.04;-2279.20;1
FEMININO;38;RS;CELETISTA EMPREGADO;431.88;439.03;1
FEMININO;55;RJ;BENEFICIARIO PENSAO;413.06;-118.00;1
FEMININO;50;RS;BENEFICIARIO PENSAO;1099.46;1394.68;1
FEMININO;45;PB;BENEFICIARIO PENSAO;2138.98;-695.04;1
MASCULINO;64;SP;APOSENTADO;15249.98;-6630.78;1
FEMININO;47;MG;ATIVO PERMANENTE;3260.72;545.48;1
FEMININO;40;BA;ATIVO PERMANENTE;9919.50;-4250.00;1
MASCULINO;55;RJ;APOSENTADO;1239.31;-995.25;1
FEMININO;56;MG;ATIVO PERMANENTE;1116.18;1127.10;1
FEMININO;37;RS;CELETISTA EMPREGADO;2805.86;-2414.19;1
FEMININO;46;MG;CELETISTA EMPREGADO;11385.49;8376.43;1
MASCULINO;79;MG;APOSENTADO;2860.33;2755.77;1
FEMININO;36;DF;ATIVO PERMANENTE;8138.40;431.56;1
FEMININO;76;CE;APOSENTADO;8932.20;338.01;1
FEMININO;32;AM;ATIVO PERMANENTE;2639.40;-429.74;1
FEMININO;80;PA;APOSENTADO;3010.08;1883.20;1
FEMININO;39;RS;ATIVO PERMANENTE;2317.31;-2944.20;1
FEMININO;45;PB;ATIVO PERMANENTE;3080.65;-8357.86;1
FEMININO;37;MG;NAO INFORMADO;2382.96;1819.69;1
MASCULINO;68;RO;APOSENTADO;10089.51;2960.68;1
MASCULINO;38;MA;ATIVO PERMANENTE;5732.22;1140.98;1
MASCULINO;47;PB;ATIVO PERMANENTE;3703.33;1569.19;1
MASCULINO;36;DF;ATIVO PERMANENTE;5739.09;4792.64;1
FEMININO;28;AC;ATIVO PERMANENTE;1988.56;795.10;1
FEMININO;38;GO;BENEFICIARIO PENSAO;6087.44;-862.68;1
FEMININO;51;RJ;ATIVO PERMANENTE;8436.37;-8123.30;1
FEMININO;50;RS;ATIVO PERMANENTE;4227.00;-495.27;1
FEMININO;62;SP;ATIVO PERMANENTE;10039.35;-2765.35;1
FEMININO;63;RJ;BENEFICIARIO PENSAO;967.96;-1086.84;1
FEMININO;84;CE;APOSENTADO;1449.20;800.11;1
FEMININO;54;RJ;BENEFICIARIO PENSAO;23379.84;6771.30;1
