"sexo","idade","uf","situacao_funcional","tipo_contrato","pmt_valor","margem_saldo","conceder"
FEMININO,37,RS,CELETISTA EMPREGADO,ESTAVEL,900.92,1349.44,0
FEMININO,37,RS,CELETISTA EMPREGADO,ESTAVEL,917.32,3605.25,0
FEMININO,69,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2495.24,4217.88,0
FEMININO,73,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,3724.62,437.40,1
FEMININO,37,MT,ATIVO PERMANENTE,ESTAVEL,3487.44,-3296.48,1
FEMININO,85,PE,APOSENTADO,ESTAVEL,163.02,7911.99,1
FEMININO,85,PE,APOSENTADO,ESTAVEL,54.34,10161.16,1
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,3359.33,890.50,1
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,6718.66,2433.32,1
FEMININO,35,PI,ATIVO PERMANENTE,ESTAVEL,109.03,2035.86,0
FEMININO,38,PI,ATIVO PERMANENTE,ESTAVEL,830.60,-2229.54,1
FEMININO,38,PI,ATIVO PERMANENTE,ESTAVEL,43.20,745.22,0
FEMININO,39,DF,ATIVO PERMANENTE,ESTAVEL,30.00,6746.36,0
MASCULINO,80,AM,APOSENTADO,ESTAVEL,295.94,6285.54,0
MASCULINO,80,AM,APOSENTADO,ESTAVEL,1452.87,2142.46,0
FEMININO,55,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2719.98,-1989.60,1
FEMININO,48,PR,BENEFICIARIO PENSAO,NAO ESTAVEL,940.18,-673.32,1
FEMININO,76,PA,APOSENTADO,ESTAVEL,4040.91,3086.05,1
FEMININO,76,PA,APOSENTADO,NAO ESTAVEL,2782.41,2468.84,1
FEMININO,76,PA,BENEFICIARIO PENSAO,ESTAVEL,2781.08,-543.32,1
FEMININO,76,PA,BENEFICIARIO PENSAO,NAO ESTAVEL,2564.38,-543.32,1
MASCULINO,89,PE,APOSENTADO,ESTAVEL,1530.00,3159.24,1
MASCULINO,89,PE,APOSENTADO,ESTAVEL,1530.00,8186.91,1
FEMININO,41,SE,ATIVO PERMANENTE,ESTAVEL,3842.03,-3197.67,1
MASCULINO,84,AM,APOSENTADO,ESTAVEL,4747.26,2572.10,1
FEMININO,82,CE,APOSENTADO,NAO ESTAVEL,3334.41,16722.75,0
FEMININO,82,CE,APOSENTADO,NAO ESTAVEL,1708.42,23580.45,0
FEMININO,82,CE,APOSENTADO,NAO ESTAVEL,1625.99,15721.74,0
FEMININO,82,CE,BENEFICIARIO PENSAO,NAO ESTAVEL,1708.42,2559.03,0
FEMININO,82,CE,BENEFICIARIO PENSAO,NAO ESTAVEL,1625.99,1871.44,1
FEMININO,38,PR,BENEFICIARIO PENSAO,NAO ESTAVEL,611.02,369.36,1
MASCULINO,50,RJ,ATIVO PERMANENTE,ESTAVEL,10195.49,30663.34,0
FEMININO,73,RJ,APOSENTADO,ESTAVEL,6824.25,7273.84,1
FEMININO,37,SP,ATIVO PERMANENTE,ESTAVEL,2258.48,6791.06,0
FEMININO,38,SP,ATIVO PERMANENTE,ESTAVEL,4837.92,5515.42,1
MASCULINO,83,PE,APOSENTADO,ESTAVEL,3152.00,29382.00,0
FEMININO,84,PB,APOSENTADO,ESTAVEL,1530.23,2886.68,0
FEMININO,84,PB,APOSENTADO,ESTAVEL,2749.05,3111.24,1
FEMININO,84,PB,APOSENTADO,ESTAVEL,1411.80,5614.47,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,8792.78,544.80,1
FEMININO,54,ES,BENEFICIARIO PENSAO,NAO ESTAVEL,4471.46,1490.36,1
FEMININO,83,MG,APOSENTADO,ESTAVEL,3267.93,7174.14,0
FEMININO,82,CE,APOSENTADO,ESTAVEL,1177.82,0.00,1
FEMININO,84,BA,APOSENTADO,ESTAVEL,306.44,12136.46,0
FEMININO,84,BA,APOSENTADO,ESTAVEL,230.22,12131.82,0
MASCULINO,53,MG,ATIVO PERMANENTE,ESTAVEL,1864.78,2315.95,1
MASCULINO,53,MG,ATIVO PERMANENTE,ESTAVEL,527.17,995.48,0
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,998.07,3008.48,0
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,457.15,4006.55,0
MASCULINO,78,AM,APOSENTADO,ESTAVEL,95.48,5544.47,0
MASCULINO,41,DF,ATIVO PERMANENTE,ESTAVEL,2935.90,2191.30,1
FEMININO,83,DF,APOSENTADO,ESTAVEL,522.84,4375.60,0
FEMININO,87,SP,APOSENTADO,ESTAVEL,1994.94,2119.95,1
FEMININO,87,SP,APOSENTADO,ESTAVEL,2934.76,1995.28,1
MASCULINO,87,RN,APOSENTADO,ESTAVEL,3274.48,272.79,1
MASCULINO,87,RN,APOSENTADO,ESTAVEL,6503.96,453.72,1
FEMININO,37,MA,ATIVO PERMANENTE,ESTAVEL,4073.36,10455.77,0
MASCULINO,85,CE,APOSENTADO,ESTAVEL,3023.42,8228.42,1
MASCULINO,85,CE,APOSENTADO,ESTAVEL,6274.80,16459.24,1
FEMININO,56,RJ,ATIVO PERMANENTE,ESTAVEL,2489.22,1190.98,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,633.63,-1018.70,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2703.94,-701.46,1
FEMININO,84,RS,APOSENTADO,ESTAVEL,261.42,2160.29,0
FEMININO,86,AM,APOSENTADO,ESTAVEL,558.47,4878.60,1
FEMININO,86,AM,APOSENTADO,ESTAVEL,1645.21,3781.05,1
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,159.34,4780.74,0
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,1754.48,1132.85,1
FEMININO,53,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,4441.42,7872.08,0
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,434.58,559.41,1
MASCULINO,75,PE,APOSENTADO,ESTAVEL,332.96,13177.38,0
MASCULINO,53,TO,ATIVO PERMANENTE,ESTAVEL,441.68,10247.82,0
MASCULINO,53,TO,ATIVO PERMANENTE,ESTAVEL,2157.40,15433.77,0
MASCULINO,86,MG,APOSENTADO,ESTAVEL,548.36,-2163.02,1
MASCULINO,35,DF,CONTRATO TEMPORARIO,NAO ESTAVEL,3775.76,606.36,1
FEMININO,37,DF,ATIVO PERMANENTE,ESTAVEL,1194.85,9968.07,0
FEMININO,38,SP,ATIVO PERMANENTE,ESTAVEL,349.14,13055.58,0
FEMININO,82,AM,BENEFICIARIO PENSAO,NAO ESTAVEL,639.50,129.92,1
FEMININO,38,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,3308.78,-2408.40,1
MASCULINO,40,RS,ATIVO PERMANENTE,ESTAVEL,552.22,2508.16,0
MASCULINO,40,RS,ATIVO PERMANENTE,ESTAVEL,552.22,2529.00,0
FEMININO,52,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,1666.38,971.56,1
MASCULINO,88,MG,APOSENTADO,ESTAVEL,2832.84,13832.28,1
FEMININO,77,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,2761.72,-781.24,1
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,3282.21,21325.41,0
FEMININO,38,RS,CELETISTA EMPREGADO,ESTAVEL,7041.08,42767.28,0
FEMININO,83,PR,APOSENTADO,ESTAVEL,1555.54,2357.00,0
FEMININO,83,PR,APOSENTADO,ESTAVEL,1625.99,2464.76,0
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,2653.18,-2866.11,1
MASCULINO,53,RJ,ATIVO PERMANENTE,ESTAVEL,1832.91,-2768.87,1
FEMININO,42,DF,ATIVO PERMANENTE,ESTAVEL,1373.99,15509.10,0
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,593.30,10031.40,0
MASCULINO,77,AM,APOSENTADO,ESTAVEL,9178.81,4853.76,1
FEMININO,68,SP,CEDIDO SUS LEI 8270,ESTAVEL,582.60,6393.39,0
FEMININO,82,PE,APOSENTADO,ESTAVEL,3034.84,5383.40,0
FEMININO,82,PE,APOSENTADO,ESTAVEL,2811.34,2174.36,1
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,8178.22,-2978.01,1
MASCULINO,89,SP,APOSENTADO,ESTAVEL,9315.12,3849.48,1
MASCULINO,89,SP,APOSENTADO,ESTAVEL,6580.19,30712.92,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,780.91,1981.76,0
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,1108.12,2138.30,0
MASCULINO,52,RJ,CEDIDO SUS LEI 8270,ESTAVEL,976.52,3130.68,0
MASCULINO,52,RJ,CEDIDO SUS LEI 8270,ESTAVEL,380.59,4132.45,0
FEMININO,35,PI,CELETISTA EMPREGADO,ESTAVEL,1994.09,-531.09,1
FEMININO,35,PI,CELETISTA EMPREGADO,ESTAVEL,1374.88,1081.85,1
MASCULINO,86,SP,APOSENTADO,ESTAVEL,654.47,6275.05,1
MASCULINO,86,SP,APOSENTADO,ESTAVEL,70.74,2603.22,1
MASCULINO,36,CE,CELETISTA EMPREGADO,ESTAVEL,586.41,1168.44,0
MASCULINO,36,CE,CELETISTA EMPREGADO,ESTAVEL,1316.55,3194.80,0
MASCULINO,83,PE,APOSENTADO,ESTAVEL,728.12,32115.48,0
FEMININO,90,RJ,APOSENTADO,ESTAVEL,129.85,4150.82,1
FEMININO,90,RJ,APOSENTADO,ESTAVEL,59.90,2597.44,1
FEMININO,90,RJ,BENEFICIARIO PENSAO,ESTAVEL,129.85,5092.36,1
FEMININO,90,RJ,BENEFICIARIO PENSAO,ESTAVEL,129.85,6340.90,1
MASCULINO,32,PA,ATIVO PERMANENTE,ESTAVEL,678.92,103.09,1
MASCULINO,32,PA,ATIVO PERMANENTE,ESTAVEL,678.92,165.28,1
MASCULINO,68,MG,CELETISTA,ESTAVEL,2796.84,17005.48,0
FEMININO,84,CE,APOSENTADO,ESTAVEL,3022.81,32683.15,0
FEMININO,84,CE,APOSENTADO,ESTAVEL,222.58,13106.26,0
MASCULINO,81,PE,APOSENTADO,ESTAVEL,117.67,5002.37,0
FEMININO,88,BA,APOSENTADO,ESTAVEL,34.18,1384.54,1
FEMININO,88,BA,BENEFICIARIO PENSAO,ESTAVEL,34.18,4779.12,1
MASCULINO,41,RS,ATIVO PERMANENTE,ESTAVEL,2952.77,1104.82,1
MASCULINO,41,RS,ATIVO PERMANENTE,ESTAVEL,6175.30,3577.60,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,2020.52,8841.84,0
MASCULINO,37,PI,ATIVO PERMANENTE,ESTAVEL,6242.20,9002.20,0
FEMININO,46,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,9054.06,-8499.96,1
FEMININO,46,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,9054.06,-8181.04,1
FEMININO,80,AM,APOSENTADO,ESTAVEL,392.13,6680.70,0
MASCULINO,39,DF,ATIVO PERMANENTE,ESTAVEL,273.04,8191.11,0
FEMININO,85,AM,NAO INFORMADO,ESTAVEL,261.42,0.00,1
FEMININO,53,ES,ATIVO PERMANENTE,ESTAVEL,398.19,11946.15,0
FEMININO,39,RS,CONTRATO TEMPORARIO,NAO ESTAVEL,2577.30,-1527.50,1
MASCULINO,76,SP,APOSENTADO,ESTAVEL,71.15,2084.61,0
MASCULINO,76,SP,APOSENTADO,ESTAVEL,142.30,12396.12,0
FEMININO,48,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,323.34,0.46,1
FEMININO,95,MG,APOSENTADO,ESTAVEL,18.00,2462.52,1
FEMININO,95,MG,APOSENTADO,ESTAVEL,18.00,2668.19,1
MASCULINO,37,RS,ATIVO PERMANENTE,ESTAVEL,516.86,1389.52,0
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,792.12,2946.42,0
FEMININO,84,MG,APOSENTADO,ESTAVEL,54.00,7153.20,0
MASCULINO,37,PR,ATIVO PERMANENTE,ESTAVEL,4446.82,8641.88,0
MASCULINO,37,PR,ATIVO PERMANENTE,ESTAVEL,2225.63,4910.84,0
FEMININO,72,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,176.41,161.50,1
MASCULINO,82,RJ,APOSENTADO,ESTAVEL,3251.98,7953.80,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,330.21,3629.54,0
MASCULINO,86,MT,APOSENTADO,ESTAVEL,47.74,2030.20,1
MASCULINO,86,MT,APOSENTADO,ESTAVEL,95.48,16382.22,1
FEMININO,89,MG,APOSENTADO,ESTAVEL,1321.32,14134.72,1
MASCULINO,39,TO,ATIVO PERMANENTE,ESTAVEL,7071.93,-493.74,1
MASCULINO,39,TO,NAO INFORMADO,ESTAVEL,4714.62,0.00,1
FEMININO,87,MG,APOSENTADO,ESTAVEL,36.00,9391.30,1
MASCULINO,76,SP,APOSENTADO,ESTAVEL,5449.10,38460.84,0
MASCULINO,76,SP,APOSENTADO,ESTAVEL,4041.79,39680.91,0
MASCULINO,79,MG,APOSENTADO,ESTAVEL,835.29,3054.15,0
FEMININO,38,DF,ATIVO PERMANENTE,ESTAVEL,538.35,16151.22,0
FEMININO,83,MG,APOSENTADO,ESTAVEL,7047.50,2168.55,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,2584.24,16173.66,0
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,1564.39,8337.93,0
FEMININO,41,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,1834.38,-786.64,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,1208.68,737.97,1
MASCULINO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2055.93,1218.84,1
FEMININO,53,RJ,ATIVO PERMANENTE,ESTAVEL,546.08,16382.22,0
MASCULINO,37,DF,NAO INFORMADO,ESTAVEL,2347.61,1527.08,1
MASCULINO,36,BA,ATIVO PERMANENTE,ESTAVEL,733.42,4379.92,0
FEMININO,73,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,5161.86,-5567.04,1
FEMININO,74,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1803.22,0.00,1
FEMININO,60,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,944.32,-410.58,1
FEMININO,39,GO,ATIVO PERMANENTE,ESTAVEL,1872.60,13657.41,0
FEMININO,80,RJ,APOSENTADO,ESTAVEL,373.00,1268.78,0
FEMININO,80,RJ,BENEFICIARIO PENSAO,ESTAVEL,373.00,2129.18,0
MASCULINO,76,BA,APOSENTADO,ESTAVEL,5652.01,-3224.50,1
MASCULINO,61,RJ,CEDIDO SUS LEI 8270,ESTAVEL,3236.92,-2983.97,1
FEMININO,74,RJ,APOSENTADO,ESTAVEL,525.35,2019.68,0
FEMININO,74,RJ,APOSENTADO,ESTAVEL,1880.79,2107.24,1
FEMININO,54,ES,BENEFICIARIO PENSAO,NAO ESTAVEL,693.78,432.10,1
FEMININO,87,AM,APOSENTADO,ESTAVEL,111.07,3332.15,1
FEMININO,40,DF,ATIVO PERMANENTE,ESTAVEL,3983.09,-1210.86,1
FEMININO,40,DF,ATIVO PERMANENTE,ESTAVEL,1667.67,1360.74,1
MASCULINO,79,AM,APOSENTADO,ESTAVEL,2827.48,9398.26,0
FEMININO,122,ND,CONTRATO TEMPORARIO,NAO ESTAVEL,725.20,2.00,1
FEMININO,83,PA,APOSENTADO,ESTAVEL,118.00,11996.58,0
MASCULINO,30,RO,ATIVO PERMANENTE,ESTAVEL,2083.06,-1045.11,1
MASCULINO,38,GO,ATIVO PERMANENTE,ESTAVEL,1005.20,1891.10,0
MASCULINO,86,SP,APOSENTADO,ESTAVEL,8288.66,10528.77,1
FEMININO,89,PR,APOSENTADO,ESTAVEL,155.28,2642.08,1
FEMININO,41,RS,CELETISTA EMPREGADO,ESTAVEL,2071.80,1803.63,1
FEMININO,38,CE,ATIVO PERMANENTE,ESTAVEL,3878.52,4493.70,1
MASCULINO,84,BA,APOSENTADO,ESTAVEL,4774.53,-543.72,1
MASCULINO,84,BA,APOSENTADO,ESTAVEL,4161.03,-576.25,1
MASCULINO,81,DF,BENEFICIARIO PENSAO,ESTAVEL,5600.13,31113.18,0
MASCULINO,49,MG,ATIVO PERMANENTE,ESTAVEL,3930.84,23.61,1
FEMININO,61,GO,BENEFICIARIO PENSAO,NAO ESTAVEL,114.00,811.12,0
FEMININO,94,PE,APOSENTADO,ESTAVEL,6417.10,26533.14,1
FEMININO,94,PE,APOSENTADO,ESTAVEL,2707.93,15694.29,1
FEMININO,38,GO,ATIVO PERMANENTE,ESTAVEL,5566.53,3821.49,1
MASCULINO,83,AM,APOSENTADO,ESTAVEL,1938.82,3221.68,0
MASCULINO,83,AM,APOSENTADO,ESTAVEL,1625.99,1933.36,1
FEMININO,30,RO,ATIVO PERMANENTE,ESTAVEL,3135.87,8350.83,0
FEMININO,48,RJ,APOSENTADO,ESTAVEL,246.42,14428.17,0
FEMININO,80,PE,APOSENTADO,ESTAVEL,395.49,16909.76,0
FEMININO,83,PE,APOSENTADO,ESTAVEL,248.98,10711.70,0
MASCULINO,40,SE,ATIVO PERMANENTE,ESTAVEL,1853.01,205.06,1
MASCULINO,40,SE,ATIVO PERMANENTE,ESTAVEL,1693.69,4201.47,0
FEMININO,73,ES,APOSENTADO,ESTAVEL,9258.62,17846.16,0
FEMININO,91,MG,APOSENTADO,ESTAVEL,516.46,3378.26,1
MASCULINO,36,MG,ATIVO PERMANENTE,ESTAVEL,1137.95,5505.60,0
FEMININO,85,MG,APOSENTADO,ESTAVEL,109.70,3258.60,1
FEMININO,85,MG,APOSENTADO,ESTAVEL,46.95,1637.20,1
FEMININO,86,MG,APOSENTADO,ESTAVEL,261.42,4269.32,1
MASCULINO,87,PI,APOSENTADO,ESTAVEL,373.00,8178.12,1
MASCULINO,87,PI,APOSENTADO,ESTAVEL,581.58,11048.40,1
FEMININO,41,RS,ATIVO PERMANENTE,ESTAVEL,4765.14,5588.20,1
FEMININO,95,CE,APOSENTADO,ESTAVEL,1525.28,2182.12,1
FEMININO,82,RJ,APOSENTADO,ESTAVEL,190.96,13269.96,0
FEMININO,64,RJ,APOSENTADO,ESTAVEL,3469.78,-6658.24,1
MASCULINO,74,DF,APOSENTADO,ESTAVEL,900.90,666.18,1
FEMININO,84,PE,APOSENTADO,ESTAVEL,1129.72,6512.40,0
FEMININO,37,PI,ATIVO PERMANENTE,ESTAVEL,5635.62,-5009.90,1
FEMININO,92,AM,APOSENTADO,ESTAVEL,124.26,3727.89,1
FEMININO,66,RJ,APOSENTADO,ESTAVEL,68.62,2723.54,0
FEMININO,66,RJ,BENEFICIARIO PENSAO,ESTAVEL,68.62,2181.36,0
FEMININO,81,RJ,APOSENTADO,ESTAVEL,2565.76,407.04,1
FEMININO,83,PR,APOSENTADO,ESTAVEL,1946.88,17656.16,0
FEMININO,72,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1897.02,660.04,1
FEMININO,68,RJ,ATIVO PERMANENTE,ESTAVEL,2692.77,-4251.66,1
MASCULINO,41,BA,ATIVO PERMANENTE,ESTAVEL,2099.97,0.00,1
FEMININO,82,PE,APOSENTADO,ESTAVEL,208.22,3139.32,0
FEMININO,82,PE,APOSENTADO,ESTAVEL,208.22,8432.08,0
FEMININO,37,MT,ATIVO PERMANENTE,ESTAVEL,4861.28,1246.95,1
FEMININO,37,MT,ATIVO PERMANENTE,ESTAVEL,228.15,3691.90,0
MASCULINO,81,GO,APOSENTADO,ESTAVEL,3349.10,7485.27,0
MASCULINO,81,GO,APOSENTADO,ESTAVEL,2985.30,8576.67,0
MASCULINO,81,DF,APOSENTADO,ESTAVEL,451.60,4965.00,0
FEMININO,40,RS,ATIVO PERMANENTE,ESTAVEL,2783.71,636.51,1
FEMININO,40,RS,ATIVO PERMANENTE,ESTAVEL,1750.63,3037.35,0
MASCULINO,46,DF,ATIVO PERMANENTE,ESTAVEL,3198.92,-4903.20,1
MASCULINO,46,DF,NAO INFORMADO,ESTAVEL,1417.90,0.00,1
MASCULINO,91,PE,APOSENTADO,ESTAVEL,248.66,2499.24,1
MASCULINO,32,AC,ATIVO PERMANENTE,ESTAVEL,767.79,5014.92,0
MASCULINO,32,AC,ATIVO PERMANENTE,ESTAVEL,1569.40,11399.10,0
MASCULINO,45,MG,ATIVO PERMANENTE,ESTAVEL,3087.95,28.56,1
MASCULINO,82,PE,APOSENTADO,ESTAVEL,16306.54,433.40,1
FEMININO,47,DF,ATIVO PERMANENTE,ESTAVEL,3276.20,0.00,1
MASCULINO,38,RS,ATIVO PERMANENTE,ESTAVEL,5945.26,8577.96,0
FEMININO,68,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,2130.24,-1289.64,1
FEMININO,52,RJ,ATIVO PERMANENTE,ESTAVEL,2768.83,-1005.92,1
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,1849.29,15662.70,0
FEMININO,39,RS,ATIVO PERMANENTE,ESTAVEL,940.61,9473.46,0
FEMININO,96,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,130.71,215.54,1
FEMININO,96,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,130.71,1668.50,1
FEMININO,54,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1338.02,1473.28,1
FEMININO,86,PE,APOSENTADO,ESTAVEL,217.36,27583.96,1
FEMININO,94,AM,BENEFICIARIO PENSAO,NAO ESTAVEL,124.33,2120.35,1
FEMININO,94,AM,BENEFICIARIO PENSAO,NAO ESTAVEL,124.33,3548.86,1
MASCULINO,39,PI,CELETISTA EMPREGADO,ESTAVEL,1960.50,995.18,1
MASCULINO,39,PI,CELETISTA EMPREGADO,ESTAVEL,2541.16,3050.82,1
FEMININO,48,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,2691.80,-2288.16,1
FEMININO,43,PB,NAO INFORMADO,ESTAVEL,15.82,9.12,1
FEMININO,43,PB,NAO INFORMADO,ESTAVEL,15.82,2661.64,0
FEMININO,84,AL,APOSENTADO,ESTAVEL,2395.63,569.97,1
FEMININO,84,AL,APOSENTADO,ESTAVEL,2080.21,1182.54,1
MASCULINO,75,AM,APOSENTADO,ESTAVEL,124.33,4580.77,0
MASCULINO,75,AM,APOSENTADO,ESTAVEL,6255.30,42716.82,0
FEMININO,44,PB,ATIVO PERMANENTE,ESTAVEL,1493.72,3682.95,0
FEMININO,80,DF,APOSENTADO,ESTAVEL,3185.90,6948.97,0
FEMININO,80,DF,APOSENTADO,ESTAVEL,1647.05,4151.64,0
MASCULINO,45,PB,ATIVO PERMANENTE,ESTAVEL,1421.82,3998.88,0
MASCULINO,45,PB,ATIVO PERMANENTE,ESTAVEL,313.82,1846.28,0
MASCULINO,75,DF,APOSENTADO,ESTAVEL,432.32,179.49,1
MASCULINO,75,DF,APOSENTADO,ESTAVEL,248.66,3008.79,0
FEMININO,51,ES,ATIVO PERMANENTE,ESTAVEL,4573.42,-637.76,1
MASCULINO,32,PA,ATIVO PERMANENTE,ESTAVEL,755.25,0.00,1
FEMININO,62,ES,BENEFICIARIO PENSAO,NAO ESTAVEL,3003.67,-2696.68,1
FEMININO,37,DF,NAO INFORMADO,ESTAVEL,5702.54,9808.80,0
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,4963.92,868.65,1
FEMININO,36,DF,ATIVO PERMANENTE,ESTAVEL,2903.10,410.46,1
FEMININO,41,RS,ATIVO PERMANENTE,ESTAVEL,6034.60,-860.10,1
FEMININO,41,RS,ATIVO PERMANENTE,ESTAVEL,2880.64,-411.52,1
MASCULINO,68,SC,APOSENTADO,ESTAVEL,3420.26,-4060.32,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,2674.18,4324.26,0
MASCULINO,38,DF,NAO INFORMADO,ESTAVEL,1387.43,1052.70,1
MASCULINO,38,DF,ATIVO PERMANENTE,ESTAVEL,53.16,7827.66,0
MASCULINO,65,MG,ATIVO PERMANENTE,ESTAVEL,252.75,13897.65,0
FEMININO,77,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,5260.45,-28537.11,1
FEMININO,77,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,5260.45,3322.41,1
FEMININO,45,PB,ATIVO PERMANENTE,ESTAVEL,5570.00,-105.52,1
FEMININO,45,PB,ATIVO PERMANENTE,ESTAVEL,5715.22,1511.88,1
FEMININO,50,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,811.02,990.88,1
FEMININO,86,SE,BENEFICIARIO PENSAO,NAO ESTAVEL,337.94,2045.90,1
FEMININO,77,MG,APOSENTADO,ESTAVEL,964.95,5382.35,0
MASCULINO,89,PR,APOSENTADO,ESTAVEL,358.33,7892.58,1
MASCULINO,89,PR,APOSENTADO,ESTAVEL,443.90,13214.55,1
FEMININO,46,PB,ATIVO PERMANENTE,ESTAVEL,2283.90,9709.85,0
FEMININO,68,PB,BENEFICIARIO PENSAO,NAO ESTAVEL,2335.60,3415.60,0
MASCULINO,41,BA,CELETISTA EMPREGADO,ESTAVEL,714.81,541.29,1
MASCULINO,46,PB,ATIVO PERMANENTE,ESTAVEL,412.47,19154.76,0
FEMININO,52,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,2002.98,-2242.56,1
MASCULINO,40,PI,ATIVO PERMANENTE,ESTAVEL,3996.98,1896.02,1
MASCULINO,40,PI,CONT PROF SUBSTITUTO,ESTAVEL,470.45,5248.08,0
FEMININO,60,BA,BENEFICIARIO PENSAO,NAO ESTAVEL,55.80,2419.40,0
FEMININO,92,PE,APOSENTADO,ESTAVEL,1730.10,3360.42,1
FEMININO,92,PE,APOSENTADO,ESTAVEL,1853.55,4484.08,1
FEMININO,50,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,2648.80,-624.36,1
FEMININO,46,SP,ATIVO PERMANENTE,ESTAVEL,2139.44,7815.70,0
MASCULINO,83,PE,APOSENTADO,ESTAVEL,166.18,5115.24,0
MASCULINO,83,PE,APOSENTADO,ESTAVEL,72.26,2568.45,0
MASCULINO,40,BA,ATIVO PERMANENTE,ESTAVEL,5252.48,2005.22,1
MASCULINO,87,PE,APOSENTADO,ESTAVEL,548.36,2844.84,1
MASCULINO,49,DF,ATIVO PERMANENTE,ESTAVEL,7571.92,3201.74,1
MASCULINO,49,DF,ATIVO PERMANENTE,ESTAVEL,4359.22,5033.97,1
MASCULINO,70,RJ,APOSENTADO,ESTAVEL,2668.09,9.95,1
FEMININO,97,SP,BENEFICIARIO PENSAO,NAO ESTAVEL,118.00,16384.82,1
MASCULINO,39,RS,ATIVO PERMANENTE,ESTAVEL,176.97,8534.70,0
FEMININO,66,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,32.18,940.96,0
FEMININO,36,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,552.86,3557.68,0
FEMININO,36,MG,BENEFICIARIO PENSAO,NAO ESTAVEL,378.45,1953.25,0
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,703.42,5686.36,0
MASCULINO,54,RJ,CEDIDO SUS LEI 8270,ESTAVEL,556.33,9874.80,0
FEMININO,50,RJ,ATIVO PERMANENTE,ESTAVEL,375.88,9782.28,0
FEMININO,75,SP,APOSENTADO,ESTAVEL,27226.56,32.72,1
FEMININO,75,SP,APOSENTADO,ESTAVEL,24216.08,762.50,1
FEMININO,84,DF,BENEFICIARIO PENSAO,NAO ESTAVEL,180.00,14780.28,0
MASCULINO,81,PA,APOSENTADO,ESTAVEL,5695.49,6792.24,1
FEMININO,81,RJ,BENEFICIARIO PENSAO,NAO ESTAVEL,1690.24,2469.28,0
FEMININO,81,SP,APOSENTADO,ESTAVEL,211.88,6356.60,0
